Hit	ClusterNumber	LargoSecuencia	Porc+AF8-identity+AF8-Target	CompresedAlignment	LabelQuery	LabelTarget
H	9003	210	94.8	210M	denovo34203	denovo1810
H	25709	207	98.1	207M	denovo34208	denovo33135
H	28460	210	96.6	207M3D	denovo34207	denovo35611
H	37133	207	96.1	207M19I	denovo3421	denovo8361
H	13290	207	96.6	207M	denovo34210	denovo21959
H	27202	207	94.2	207M	denovo34211	denovo3448
H	34339	207	86.0	207M	denovo34212	denovo5847
H	27919	207	85.5	207M	denovo34213	denovo35124
H	27061	207	97.6	207M	denovo34214	denovo34352
H	36377	207	96.6	207M	denovo34215	denovo7681
H	20967	229	98.6	200MI10M19D	denovo34217	denovo28869
H	16867	207	96.1	207M	denovo34216	denovo25178
H	27341	207	99.0	207M	denovo34219	denovo34604
H	23914	207	96.1	207M	denovo34218	denovo3152
H	5929	211	96.7	180MD6M2D13MD8M19I	denovo34220	denovo15333
H	3721	207	95.7	207M19I	denovo3422	denovo13346
H	35970	207	96.6	207M	denovo34221	denovo7314
H	6735	207	87.4	207M	denovo34223	denovo16059
H	20069	207	89.9	207M	denovo34222	denovo2806
H	22304	208	96.6	208M	denovo34226	denovo30070
H	3287	207	97.1	207M	denovo34224	denovo12956
H	37764	228	96.2	181MD26M20D	denovo34227	denovo893
H	13433	207	95.2	207M	denovo34225	denovo22087
H	19693	209	94.7	195MD12MD	denovo34228	denovo27721
H	8630	207	96.6	207M	denovo34232	denovo17765
H	4417	207	93.2	207M	denovo34230	denovo13973
H	12773	207	96.6	207M	denovo34231	denovo21493
H	33508	209	95.2	20M2D187M	denovo34229	denovo5099
H	37287	207	94.7	155MD51M	denovo3423	denovo850
H	12132	207	96.6	207M	denovo34235	denovo20916
H	20097	214	95.2	170MD4M2D14MI18M5D	denovo34233	denovo28085
H	17096	207	96.1	207M	denovo34236	denovo25384
H	17924	208	96.6	208M	denovo34234	denovo26129
H	17093	207	96.6	207M	denovo34237	denovo25381
H	12568	207	98.1	207M	denovo34238	denovo21308
H	34897	207	96.1	207M	denovo34239	denovo6349
H	25787	168	76.2	168M	denovo34247	denovo33205
H	29053	207	95.7	207M	denovo3424	denovo36145
H	35435	228	93.5	35M4I10M3D69MD108M2D	denovo34240	denovo6833
H	11023	207	93.7	207M	denovo34242	denovo19919
H	25245	208	96.2	208M	denovo34248	denovo32718
H	8337	206	87.0	48M2I158M	denovo34245	denovo17500
H	9787	208	95.7	208M	denovo34243	denovo18806
H	24370	207	94.2	93MI114M	denovo34246	denovo31930
H	4850	207	94.7	2I80MI5MI66M2I10M2I21MI6MI11M8D	denovo34249	denovo14362
H	13290	207	93.7	207M	denovo34244	denovo21959
H	18445	207	94.7	33MD173M19I	denovo34252	denovo26599
H	29607	208	96.2	189MD18M	denovo3425	denovo36644
H	29169	208	96.6	D61MD10MI135M	denovo34251	denovo3625
H	150	207	96.1	207M	denovo34255	denovo10131
H	13252	207	90.8	207M	denovo34254	denovo21924
H	11235	207	92.8	207M	denovo34250	denovo20108
H	28281	207	96.6	207M	denovo34253	denovo35450
H	35163	205	96.6	2I205M	denovo34257	denovo6589
H	31336	216	92.6	D13M4D15M2D10M2D129MD11MI28M	denovo34256	denovo3820
H	23303	207	94.7	207M	denovo34262	denovo30970
H	15868	226	92.3	207M19D	denovo34259	denovo24279
H	36778	207	84.5	207M20I	denovo34258	denovo8041
H	4831	289	95.8	235MD15M2D13MI19M4D	denovo34267	denovo14345
H	10255	207	93.3	47M2I84MD70MI5M	denovo3426	denovo19227
H	12097	207	96.6	207M	denovo34260	denovo20885
H	15881	226	95.7	207M19D	denovo34261	denovo24290
H	16109	207	96.6	207M	denovo34263	denovo24496
H	5788	207	95.7	157MD49M19I	denovo34264	denovo15206
H	29581	207	99.5	43MI164M12I	denovo34269	denovo36620
H	12023	210	96.2	101MD92MD8MD6M	denovo34265	denovo20818
H	27922	212	96.2	131MD28M2D26MD7MD15M41I	denovo34271	denovo35127
H	9025	207	92.3	207M	denovo34266	denovo1812
H	18322	207	87.0	207M	denovo3427	denovo26488
H	11378	207	96.6	207M	denovo34268	denovo20237
H	4442	223	99.5	175MI31M17D	denovo34270	denovo13996
H	36302	209	94.7	209M	denovo34272	denovo7613
H	36389	207	96.6	207M19I	denovo34274	denovo7692
H	24314	207	96.6	207M	denovo34275	denovo31880
H	8727	207	90.3	207M	denovo34273	denovo17852
H	32578	207	92.8	207M	denovo34276	denovo4261
H	9626	207	92.3	207M	denovo34279	denovo18661
H	15687	207	98.1	207M	denovo34278	denovo24115
H	612	207	95.7	23MI53MI131M42I	denovo34281	denovo10548
H	2163	207	99.0	207M	denovo3428	denovo11944
H	19595	209	94.3	209M	denovo34280	denovo27633
H	16662	208	94.7	208M	denovo34284	denovo24994
H	38808	208	94.7	208M	denovo34289	denovo987
H	28185	209	90.0	95MI114M	denovo34282	denovo35364
H	9148	207	96.1	207M	denovo34286	denovo18230
H	2733	231	92.1	34MD14M3D20MD32M2D108M16D	denovo34283	denovo12457
H	785	207	96.1	207M	denovo34285	denovo10703
H	2192	207	96.6	207M	denovo3429	denovo11970
H	13281	207	94.7	207M	denovo34287	denovo21950
H	2317	207	96.6	207M	denovo34288	denovo12082
H	23530	207	89.4	207M	denovo34290	denovo31174
H	7531	207	90.3	207M	denovo34296	denovo16776
H	4647	206	96.6	206M	denovo34291	denovo1418
H	19815	207	89.4	207M	denovo34293	denovo27831
H	16773	207	91.3	207M	denovo34295	denovo25093
H	4442	227	99.0	207M20D	denovo34292	denovo13996
H	22129	208	96.6	208M	denovo343	denovo29914
H	6810	207	94.7	207M	denovo34298	denovo16126
H	31453	220	96.6	143MI21M3I40M16D	denovo34294	denovo38305
H	12389	207	96.6	207M	denovo34299	denovo21147
H	33007	224	98.1	199MI7M18D	denovo34297	denovo4648
H	19439	207	96.6	207M	denovo3430	denovo27493
H	13482	207	93.3	131MD8M2D43MI5MI6MI11M	denovo34304	denovo22130
H	33651	207	95.7	207M	denovo34300	denovo5227
H	23138	207	96.1	207M	denovo34303	denovo30821
H	13146	224	94.7	162MD45M16D	denovo34301	denovo21829
H	16388	207	95.2	207M	denovo34305	denovo24747
H	2501	207	88.4	207M17I	denovo34306	denovo12248
H	18035	207	96.6	207M	denovo34307	denovo26229
H	28767	207	91.8	181MI26M19I	denovo34308	denovo35889
H	7673	207	97.1	74MI17M2D114M	denovo3431	denovo16903
H	10492	207	95.7	207M	denovo34311	denovo19440
H	20052	207	92.3	207M	denovo34310	denovo28044
H	32785	207	95.7	207M	denovo34312	denovo4448
H	5849	208	91.8	74MD133M	denovo34317	denovo15261
H	12067	207	96.6	207M	denovo34314	denovo20858
H	5113	207	95.2	207M	denovo34313	denovo146
H	18792	207	95.7	61MI72MI74M17I	denovo34315	denovo26910
H	36416	207	96.6	207M	denovo34323	denovo7716
H	11760	207	96.6	207M	denovo34320	denovo20581
H	16928	207	90.9	11MI174MI22M	denovo34316	denovo25232
H	4042	185	95.1	185M	denovo34324	denovo13635
H	3802	207	95.2	207M	denovo34319	denovo13419
H	11317	208	96.6	207MD	denovo3432	denovo20182
H	27384	206	96.1	40MI166M	denovo34322	denovo34643
H	8905	224	95.7	207M17D	denovo34321	denovo18011
H	7502	209	94.7	209M	denovo34327	denovo1675
H	11840	207	96.6	71MD135M	denovo34328	denovo20653
H	31730	208	95.2	208M	denovo34326	denovo38555
H	35465	250	95.2	173MD34M42D	denovo34325	denovo6860
H	13797	207	96.6	207M	denovo3433	denovo22414
H	25998	207	98.1	120MI14MI73M	denovo34329	denovo33396
H	5012	207	93.7	207M	denovo34330	denovo14508
H	3364	207	96.6	207M	denovo34331	denovo13024
H	24821	209	96.7	209M	denovo34332	denovo32336
H	12246	201	95.1	80MI66MI22MD6MD6MD18M7I	denovo34334	denovo21018
H	20521	207	94.7	207M	denovo34333	denovo28467
H	3697	209	91.0	103MI106M	denovo34335	denovo13324
H	1407	223	96.2	13MD18M2I174M17D	denovo34337	denovo11263
H	2245	207	92.3	188MD18M	denovo3434	denovo12017
H	14939	206	96.6	I206M	denovo34336	denovo23442
H	3819	207	97.1	207M	denovo34340	denovo13434
H	25617	208	95.7	59MD72MD75M	denovo34343	denovo33052
H	21112	208	99.0	58MD149M	denovo34344	denovo29
H	14562	207	96.1	207M	denovo34342	denovo23102
H	1640	207	96.6	207M	denovo34347	denovo11473
H	18838	207	98.6	207M	denovo34346	denovo26952
H	9464	207	97.1	207M	denovo34345	denovo18515
H	12923	207	97.6	207M	denovo34348	denovo21628
H	19924	207	94.7	207M	denovo34349	denovo2793
H	24460	207	96.6	207M18I	denovo34351	denovo32010
H	37005	207	96.6	207M	denovo34350	denovo8246
H	37296	207	96.1	207M	denovo34354	denovo8508
H	8990	207	97.6	207M	denovo34352	denovo18089
H	33317	207	98.1	207M	denovo34353	denovo4927
H	2163	207	98.6	207M	denovo34355	denovo11944
H	25808	207	92.8	207M	denovo34357	denovo33224
H	8454	207	95.7	207M	denovo34356	denovo17606
H	16765	208	90.4	133MD74M	denovo34358	denovo25086
H	17787	207	85.5	207M	denovo34359	denovo26005
H	21756	224	97.6	207M17D	denovo3436	denovo29579
H	36502	207	96.1	207M	denovo34360	denovo7794
H	8392	209	96.7	209M	denovo34363	denovo17550
H	21226	207	95.2	207M	denovo34362	denovo29100
H	22864	226	94.2	207M19D	denovo34361	denovo30575
H	6377	208	93.3	208M	denovo34369	denovo15737
H	38366	207	92.3	207M	denovo34365	denovo9471
H	16571	207	92.8	207M	denovo34364	denovo24911
H	35879	230	95.2	153M2D54M21D	denovo34366	denovo7232
H	11113	217	91.4	192M2D15M8D	denovo34370	denovo20
H	2193	207	96.6	207M	denovo34367	denovo11971
H	16773	207	96.1	207M	denovo3437	denovo25093
H	21125	207	95.2	207M	denovo34372	denovo2901
H	13189	207	94.2	207M	denovo34371	denovo21868
H	36024	207	96.6	207M	denovo34378	denovo7363
H	22312	207	96.1	207M	denovo34377	denovo30078
H	12088	225	98.1	86MI76MI44M19D	denovo34376	denovo20877
H	27705	223	97.1	87MI119M17D	denovo34374	denovo34932
H	26456	221	96.6	88MI69MI36MI11M17D	denovo34373	denovo33808
H	34345	207	89.9	76MI131M	denovo34382	denovo5852
H	9774	207	96.1	207M	denovo34380	denovo18795
H	24746	208	96.2	208M	denovo34386	denovo32269
H	4442	224	99.5	207M17D	denovo34379	denovo13996
H	13420	207	97.6	207M	denovo3438	denovo22075
H	29833	209	96.2	209M	denovo34381	denovo36848
H	15155	208	96.1	2D62MI144M	denovo34383	denovo23637
H	9253	207	92.3	207M	denovo34384	denovo18325
H	12966	210	95.7	198MD9M2D	denovo34385	denovo21667
H	3834	207	96.1	207M	denovo34389	denovo13448
H	11392	234	95.2	209M25D	denovo34388	denovo2025
H	29230	206	99.5	172MI34M	denovo3439	denovo36304
H	13158	227	96.1	207M20D	denovo34387	denovo2184
H	35161	210	95.2	210M	denovo34397	denovo6587
H	6642	207	97.1	207M	denovo34390	denovo15976
H	17479	207	96.1	207M	denovo34393	denovo25729
H	824	225	95.2	23MI184M18D	denovo34391	denovo10739
H	1695	207	96.1	207M	denovo34394	denovo11522
H	14300	207	95.2	207M	denovo34392	denovo22868
H	23629	208	95.7	177MD30M	denovo34395	denovo31263
H	31205	208	96.2	70MI113MD24M	denovo344	denovo38082
H	33662	207	95.7	207M	denovo34399	denovo5237
H	6599	207	95.7	207M	denovo34396	denovo15937
H	24316	208	92.3	123MD27MD56M	denovo34405	denovo31882
H	30881	207	96.6	207M	denovo34400	denovo37791
H	13869	209	97.2	158MI30MI21M19I	denovo34398	denovo2248
H	21213	207	95.2	207M	denovo34401	denovo2909
H	37592	209	96.7	209M	denovo34404	denovo8775
H	38931	207	92.8	207M	denovo34403	denovo9980
H	23009	207	93.2	207M	denovo34402	denovo30705
H	12160	208	96.2	75MD132M	denovo3441	denovo20941
H	16774	207	95.2	71MI88MI48M	denovo34408	denovo25094
H	37028	226	93.8	33MI174M19D	denovo34407	denovo8267
H	10059	207	96.1	207M	denovo34406	denovo19050
H	11797	207	87.4	207M	denovo34410	denovo20614
H	5644	207	88.9	207M	denovo34412	denovo15077
H	30480	211	96.7	211M	denovo34414	denovo3743
H	15139	207	95.2	207M	denovo34415	denovo23622
H	17442	215	94.7	99MD108M7D	denovo34413	denovo25696
H	26545	207	96.6	207M	denovo34417	denovo33889
H	3792	207	96.1	207M	denovo34419	denovo1341
H	36926	207	95.2	207M	denovo34418	denovo8175
H	4286	207	94.7	207M	denovo34420	denovo13855
H	5725	228	96.1	207M21D	denovo3442	denovo1515
H	22988	210	95.2	43MD85MD80M	denovo34422	denovo30687
H	2865	207	96.6	207M	denovo34421	denovo12576
H	28518	208	94.7	208M	denovo34423	denovo35664
H	2865	206	95.7	163MI43M	denovo34424	denovo12576
H	3924	207	96.1	207M	denovo34426	denovo13529
H	35070	207	95.2	207M	denovo34425	denovo6504
H	19035	208	76.9	208M	denovo34431	denovo27129
H	38807	207	96.1	207M	denovo34427	denovo9869
H	28671	207	96.6	21MI186M	denovo34428	denovo35801
H	25540	206	95.1	2D26MI178M16I	denovo34429	denovo32984
H	9429	207	96.6	207M	denovo3443	denovo18484
H	24950	207	93.7	9MD197M	denovo34430	denovo32452
H	10166	207	94.7	207M	denovo34435	denovo19147
H	28912	202	97.0	150MI14MI11MD24M2D	denovo3444	denovo36018
H	26225	207	95.7	91MD115M17I	denovo34433	denovo3360
H	16205	207	93.2	207M	denovo34432	denovo24582
H	22191	200	95.5	66MD133M10I	denovo34436	denovo29970
H	19998	207	96.1	207M	denovo34437	denovo27997
H	24021	220	96.5	45MI36M2I97MI11MI7M24D	denovo34434	denovo31616
H	4213	207	96.6	207M	denovo34439	denovo1379
H	20660	207	91.8	207M	denovo34438	denovo28592
H	8776	207	86.5	30M14D22M2D139M	denovo34447	denovo17897
H	29938	207	92.3	207M	denovo34441	denovo36942
H	15334	207	88.4	207M	denovo34440	denovo23799
H	36470	223	97.1	2I205M18D	denovo34442	denovo7765
H	6782	209	72.5	76M2I43MD89M	denovo34449	denovo16100
H	25542	207	92.3	207M	denovo34446	denovo32986
H	1078	208	89.9	24MD183M	denovo34445	denovo10968
H	15218	207	94.7	207M18I	denovo34443	denovo23694
H	10091	207	94.2	207M20I	denovo34444	denovo1908
H	15289	207	96.6	207M	denovo34448	denovo23758
H	5247	207	96.1	207M	denovo3445	denovo1472
H	31169	208	94.2	208M	denovo34451	denovo3805
H	21310	207	98.1	139MI68M	denovo34450	denovo29177
H	23862	207	94.7	207M	denovo34453	denovo31473
H	3078	208	89.9	208M	denovo34452	denovo12768
H	23375	208	94.7	208M	denovo34458	denovo31034
H	31089	224	96.6	206M18D	denovo34454	denovo37979
H	13276	206	91.7	206M	denovo34456	denovo21946
H	8949	207	86.5	207M	denovo3446	denovo18051
H	30097	227	94.2	160MD47M19D	denovo34455	denovo37085
H	9636	207	96.6	207M	denovo34457	denovo18670
H	4030	206	95.7	195MI11M	denovo34461	denovo13624
H	7645	212	94.3	23M2D18M2D17MD149M	denovo34459	denovo16879
H	7548	207	87.9	207M	denovo34467	denovo16791
H	497	207	96.2	19MI26MD161M17I	denovo34460	denovo10444
H	34181	207	95.2	207M	denovo34462	denovo5704
H	14357	213	88.7	213M	denovo34471	denovo22919
H	17630	201	96.5	29M2D12MD138MD10MD7M12I	denovo34465	denovo25865
H	3577	207	87.0	21MD36MD136MD11M	denovo3447	denovo13216
H	31070	207	93.2	207M	denovo34463	denovo37961
H	1231	206	90.8	143MI63M	denovo34466	denovo11104
H	24704	207	93.2	207M	denovo34468	denovo32230
H	19470	207	87.9	207M	denovo34472	denovo27520
H	11006	207	95.2	207M	denovo34469	denovo19903
H	12106	207	94.7	207M	denovo34473	denovo20893
H	1672	210	91.5	68MD16MI15M2D22MI42M2D42M	denovo34470	denovo11501
H	5565	207	95.2	207M	denovo34475	denovo15005
H	16215	207	95.7	207M	denovo34474	denovo24591
H	35662	207	97.6	207M	denovo34476	denovo7037
H	10653	207	94.2	207M	denovo34477	denovo19586
H	17139	207	92.3	207M	denovo34478	denovo25422
H	9585	235	83.1	18MI38MD117M4I15M2I46M	denovo34484	denovo18624
H	18511	207	93.2	207M	denovo34479	denovo26658
H	19553	207	84.5	207M	denovo34480	denovo27596
H	8072	207	95.7	207M	denovo34483	denovo17262
H	32767	207	95.7	207M	denovo3448	denovo4431
H	19615	207	96.6	207M	denovo34481	denovo27651
H	28754	209	96.7	163MD45M	denovo34482	denovo35877
H	18340	207	95.7	207M	denovo34486	denovo26503
H	29470	207	95.7	207M	denovo34485	denovo36520
H	12478	212	96.7	52MD12M2D13MD8MD122M	denovo34489	denovo21227
H	21420	207	91.3	207M	denovo34487	denovo29276
H	33663	208	96.2	208M	denovo34488	denovo5238
H	10858	207	96.6	207M	denovo3449	denovo19770
H	22623	203	96.1	180M2D21M6I	denovo34491	denovo30358
H	29457	206	96.6	206M	denovo34498	denovo36509
H	33020	207	96.1	207M	denovo34493	denovo466
H	4819	207	96.1	207M17I	denovo34494	denovo14334
H	19565	207	96.6	207M	denovo34495	denovo27606
H	36578	207	94.7	207M	denovo34490	denovo7862
H	19820	207	97.1	207M	denovo34492	denovo27836
H	26511	207	96.6	207M	denovo34496	denovo33858
H	12906	271	96.3	271M	denovo34503	denovo21612
H	13122	207	93.2	207M	denovo34497	denovo21807
H	9657	212	95.8	212M	denovo34504	denovo1869
H	24072	207	99.5	207M	denovo3450	denovo31662
H	12740	223	99.0	I206M17D	denovo34499	denovo21463
H	30306	208	96.2	168MD39M	denovo345	denovo37273
H	8754	207	95.7	207M	denovo34501	denovo17877
H	18808	207	96.6	207M	denovo34502	denovo26925
H	27229	188	80.0	41M3D19MI68MI57M84I	denovo34510	denovo34503
H	13433	224	88.4	207M17D	denovo34500	denovo22087
H	16192	226	97.6	11MD11MD185M17D	denovo34507	denovo24570
H	1878	207	96.2	76MI131M	denovo34505	denovo11688
H	10001	207	93.2	207M	denovo34506	denovo19
H	6615	207	96.6	207M	denovo34508	denovo15951
H	5442	207	96.6	207M	denovo34511	denovo14896
H	16534	212	98.1	211MD	denovo3451	denovo24879
H	1731	207	95.7	207M	denovo34509	denovo11555
H	16507	207	98.6	69MD137M	denovo34512	denovo24854
H	4148	207	93.2	207M	denovo34516	denovo13730
H	29079	207	95.7	207M	denovo34513	denovo36169
H	23948	207	96.1	207M	denovo34514	denovo31550
H	4104	208	91.3	208M	denovo34515	denovo13691
H	23138	207	90.3	207M	denovo34517	denovo30821
H	23907	196	70.8	15M8I15M5D20M4I29MD66MI45M	denovo34527	denovo31513
H	7213	207	97.6	207M19I	denovo34519	denovo1649
H	19799	208	96.2	208M	denovo34524	denovo27817
H	15650	226	95.7	67MI140M19D	denovo3452	denovo24082
H	2733	208	95.2	33MI129MD45M	denovo34520	denovo12457
H	10515	207	96.6	207M	denovo34521	denovo19461
H	17269	207	91.8	207M	denovo34526	denovo2554
H	21414	207	96.6	144MI13MI18MI29M3D	denovo34525	denovo29270
H	5630	225	82.5	206M19D	denovo34528	denovo15064
H	239	207	95.7	207M	denovo34529	denovo10211
H	2739	205	93.7	205M	denovo34536	denovo12462
H	2072	208	95.7	D35MI140MD31M	denovo3453	denovo11862
H	35739	207	94.7	207M	denovo34532	denovo7106
H	9517	209	96.2	184MD24M	denovo34531	denovo18563
H	25525	207	92.3	207M	denovo34530	denovo32970
H	1303	207	96.1	207M	denovo34534	denovo1117
H	13639	206	83.5	206M	denovo34533	denovo22272
H	8370	201	93.2	22M2I22M2I44M2D74MD36M22I	denovo34537	denovo17530
H	24369	222	97.6	11MI128MI54MI10M19D	denovo34538	denovo3193
H	19658	207	95.7	183MI24M	denovo34535	denovo27690
H	14586	202	97.5	49MI144MD7MD	denovo34540	denovo23124
H	7208	207	94.7	207M	denovo34542	denovo16485
H	16659	207	96.1	207M	denovo3454	denovo24991
H	28612	207	96.6	206MD	denovo34544	denovo35749
H	35918	227	95.8	182MD29M15D	denovo34543	denovo7268
H	14929	226	84.5	207M19D	denovo34539	denovo23433
H	27751	207	90.8	207M	denovo34551	denovo34974
H	5273	207	94.7	207M	denovo34547	denovo14743
H	25318	226	96.6	110MI97M19D	denovo34545	denovo32784
H	1764	207	90.8	207M	denovo34549	denovo11585
H	18876	224	98.1	175MI31M18D	denovo34548	denovo26987
H	8279	207	95.7	207M	denovo3455	denovo17449
H	1798	207	95.2	53MI154M	denovo34550	denovo11615
H	447	230	96.4	221M9D	denovo34559	denovo104
H	11980	207	96.1	207M20I	denovo34552	denovo2078
H	24503	209	96.7	209M	denovo34553	denovo3205
H	18350	207	93.2	207M19I	denovo34554	denovo26512
H	32823	211	94.8	48MI10M2D6M3D142M17I	denovo34555	denovo4482
H	33657	207	95.2	116MI34MI57M	denovo34556	denovo5232
H	11003	207	98.6	195MI12M	denovo34558	denovo19900
H	29734	208	94.7	9MD198M17I	denovo34557	denovo36759
H	9802	207	96.6	207M	denovo3456	denovo1882
H	15754	209	96.7	209M	denovo34561	denovo24176
H	9574	208	91.3	208M	denovo34563	denovo18614
H	4828	207	95.2	207M20I	denovo34560	denovo14342
H	37573	209	95.3	190MI7MI12M	denovo34562	denovo8758
H	30052	207	95.7	207M	denovo34564	denovo37044
H	12218	224	98.1	207M17D	denovo34565	denovo20994
H	1901	207	95.2	207M	denovo34566	denovo11708
H	29534	207	99.5	207M	denovo3457	denovo36579
H	25905	260	88.8	96M2D162M	denovo34570	denovo33311
H	22461	207	97.1	207M	denovo34567	denovo30211
H	9941	207	99.0	158MI49M	denovo34569	denovo18945
H	5249	207	96.6	207M	denovo34571	denovo14721
H	35581	226	91.8	207M19D	denovo34568	denovo6965
H	895	207	96.2	33MI174M	denovo34574	denovo10802
H	18516	206	97.6	108MI8MD14MI75M18I	denovo34578	denovo26662
H	24521	207	90.8	207M	denovo34573	denovo32066
H	34186	207	96.1	193MD11M2D	denovo34575	denovo5709
H	21891	207	96.6	207M	denovo34577	denovo2970
H	8918	208	95.2	208M	denovo34576	denovo18023
H	20004	207	95.2	207M	denovo34579	denovo28000
H	25731	207	89.4	207M	denovo3458	denovo33155
H	8269	207	95.2	207M	denovo34580	denovo1744
H	20883	209	91.9	209M	denovo34584	denovo28793
H	26088	209	86.6	75M2D132M21I	denovo34582	denovo33477
H	20778	207	96.1	207M	denovo34581	denovo28699
H	26040	208	98.6	40MD67MI100M	denovo34585	denovo33433
H	27164	207	86.5	21MI186M	denovo34586	denovo34445
H	13351	208	96.7	12M2D190MI4M	denovo34588	denovo22012
H	25836	207	94.2	207M	denovo34587	denovo3325
H	17894	207	93.2	207M	denovo3459	denovo26101
H	8394	207	95.2	13MI194M	denovo34592	denovo17552
H	36681	210	79.0	43M2D103MD61M	denovo34593	denovo7955
H	2034	207	99.0	207M	denovo34589	denovo11828
H	4010	226	96.1	207M19D	denovo34590	denovo13606
H	18643	207	98.6	207M	denovo34591	denovo26777
H	1481	207	95.2	207M	denovo34595	denovo1133
H	7296	201	98.0	191M2D8M9I	denovo34594	denovo16564
H	20497	225	95.2	207M18D	denovo346	denovo28445
H	27799	208	94.2	199MD8M19I	denovo34597	denovo35016
H	5979	207	96.6	74MI109MI8M2I10M6D	denovo34596	denovo15379
H	7431	207	83.1	I207M	denovo34599	denovo16686
H	26354	207	95.7	207M	denovo34600	denovo33716
H	35120	250	93.6	218MI32M	denovo34607	denovo655
H	21740	221	96.6	195MI12M14D	denovo3460	denovo29564
H	26913	207	99.0	207M	denovo34604	denovo34219
H	9941	207	99.0	158MI49M	denovo34603	denovo18945
H	10195	207	96.1	207M	denovo34601	denovo19173
H	5364	207	95.7	207M	denovo34605	denovo14825
H	31519	207	95.7	207M	denovo34606	denovo38365
H	38869	200	96.7	181M19D	denovo34613	denovo9924
H	3280	207	96.6	207M	denovo34602	denovo1295
H	4379	207	96.1	207M	denovo34609	denovo13939
H	2530	207	96.6	207M	denovo3461	denovo12274
H	31945	209	97.6	198MD10M	denovo34608	denovo38749
H	15523	207	92.8	207M	denovo34617	denovo23969
H	6464	207	94.2	207M	denovo34610	denovo15815
H	37517	202	90.1	17M8D88M2D13M2D9MI25MD13MD23M17I	denovo34620	denovo8707
H	21910	205	91.7	61MI144M	denovo34611	denovo29717
H	35611	207	94.2	207M	denovo34612	denovo6992
H	9086	206	72.6	4D25M4I20MI20MD73MD22MI40M	denovo34623	denovo18175
H	24676	233	95.7	207M26D	denovo34614	denovo32205
H	2214	225	96.6	42MI164M19D	denovo34624	denovo11990
H	161	207	90.3	207M	denovo34616	denovo10141
H	16125	208	85.6	208M	denovo34626	denovo2451
H	14512	208	98.1	208M	denovo34622	denovo23058
H	22371	207	96.1	207M	denovo34618	denovo30130
H	28316	208	98.1	58MD71MD77M	denovo34619	denovo35482
H	23405	207	97.6	207M19I	denovo34621	denovo31061
H	9941	207	99.0	158MI49M	denovo3462	denovo18945
H	9180	207	94.7	207M	denovo34628	denovo1826
H	11858	207	96.6	207M	denovo34629	denovo2067
H	28119	209	96.7	209M	denovo34625	denovo35304
H	17002	207	92.8	173MI34M	denovo34627	denovo253
H	6003	207	87.5	33MI18MD155M	denovo3463	denovo1540
H	10226	207	94.2	207M	denovo34631	denovo19200
H	15838	207	95.2	207M	denovo34632	denovo24251
H	3152	207	90.8	207M	denovo34633	denovo12834
H	34736	207	98.6	207M19I	denovo34637	denovo6203
H	8993	207	96.6	207M	denovo34635	denovo18091
H	16659	207	95.2	207M	denovo34638	denovo24991
H	35777	207	96.6	207M	denovo34639	denovo7140
H	8317	207	93.7	207M	denovo34636	denovo17483
H	2060	208	97.6	208M	denovo34640	denovo11851
H	31909	207	97.6	207M	denovo3464	denovo38716
H	31899	202	97.0	20MD26MD140MD13M9I	denovo34641	denovo38707
H	23644	207	96.1	181M2D10MD13M3I	denovo34644	denovo31277
H	19937	207	98.6	207M17I	denovo34643	denovo27941
H	7908	207	93.2	207M	denovo34649	denovo17114
H	1709	208	99.0	76MD131M	denovo34648	denovo11535
H	24782	206	94.7	206M	denovo34642	denovo32300
H	13727	208	92.3	185MD22M19I	denovo3465	denovo22351
H	14224	226	94.2	33MD192MI	denovo34645	denovo228
H	8221	207	86.0	207M	denovo34646	denovo17397
H	5129	207	79.2	171MD35M	denovo34650	denovo14613
H	16620	207	94.2	207M	denovo34652	denovo24956
H	3844	207	96.1	207M	denovo34658	denovo13457
H	10602	207	97.1	207M	denovo34651	denovo1954
H	20989	206	96.6	206M	denovo34655	denovo28889
H	0	207	96.6	207M	denovo34653	denovo0
H	27816	219	94.8	134MD51M2I10MI11M12D	denovo34656	denovo35031
H	1634	207	95.2	207M	denovo34654	denovo11468
H	27265	224	88.8	205M19D	denovo34663	denovo34536
H	13841	207	96.6	207M	denovo34657	denovo22454
H	5823	207	87.4	207M	denovo34659	denovo15238
H	13024	227	96.2	110MD97M19D	denovo3466	denovo21719
H	22001	226	98.6	207M19D	denovo34660	denovo298
H	6494	207	94.7	207M	denovo34665	denovo15842
H	8913	208	96.6	208M	denovo34662	denovo18019
H	11447	207	94.2	207M	denovo34667	denovo203
H	5312	228	89.9	207M21D	denovo34661	denovo14779
H	21305	226	97.1	207M19D	denovo34664	denovo29172
H	19801	207	85.0	207M	denovo34666	denovo27819
H	17626	223	96.4	44MI30MI147M2D	denovo34671	denovo25861
H	9800	208	89.9	185MD22M19I	denovo34668	denovo18818
H	8727	207	96.6	207M	denovo34669	denovo17852
H	11986	207	96.1	207M	denovo3467	denovo20785
H	16320	218	95.9	164MD25MI28M11I	denovo34672	denovo24686
H	8383	273	71.5	207M2I12M54D	denovo3468	denovo17542
H	24337	207	94.7	207M	denovo34673	denovo31900
H	8752	207	91.8	207M	denovo34674	denovo17875
H	18277	207	95.7	207M	denovo34679	denovo26447
H	17264	207	96.6	207M	denovo34675	denovo25535
